Customer Name,Region,Product Category,Sales
Carolyn Greer,West,Technology,151.78
Carolyn Hoffman,Central,Furniture,668.1
Carolyn Hoffman,Central,Office Supplies,681.7
Carolyn Hoffman,Central,Technology,594.5
Carolyn Levine,East,Office Supplies,7.97
Carolyn Proctor,West,Office Supplies,1531.31
Carrie Boyle,East,Office Supplies,114.82
Carrie Boyle,East,Technology,451.34
Carrie Duke,Central,Office Supplies,29.93
Carrie Duke,Central,Technology,3356.07
Carrie High,Central,Furniture,110.71
Carrie House,East,Technology,1835.09
Carrie Lewis,East,Office Supplies,546.21
Carrie McIntosh,South,Furniture,34.17
Carrie McIntosh,South,Office Supplies,22.13
Carrie McIntosh,South,Technology,2077.4
Catherine Casey,South,Furniture,57.35
Catherine Dorsey Burnett,West,Furniture,22.77
Catherine Dorsey Burnett,West,Office Supplies,333.52
Catherine Dorsey Burnett,West,Technology,3913.02
Catherine Mullins,West,Office Supplies,21.57
Catherine Woodard,East,Furniture,3780.02
Catherine Woodard,East,Office Supplies,224.42
Cathy Burgess,South,Office Supplies,860.36
Cathy Burgess,South,Technology,204.08
Cathy Hutchinson,South,Office Supplies,4158.38
Cathy Hutchinson,South,Technology,1042.65
Cathy Simon,Central,Office Supplies,85.44
Cathy Simon,Central,Technology,416.43
Cathy Weber,West,Furniture,1277.09
Cathy Weber,West,Office Supplies,217.17
Cecil Alford,East,Office Supplies,51.52
Cecil Berger,South,Furniture,811.69
Cecil Berger,South,Office Supplies,157.75
Cecil Berger,South,Technology,637.76
Cecil Bray Bush,West,Office Supplies,936.62
Cecil Bray Bush,West,Technology,10.13
Cecil Nicholson,East,Technology,133.4
Cecil Shields,Central,Furniture,2503.4
Cecil Shields,Central,Office Supplies,711.19
Cecil Shields,Central,Technology,186.87
Chad Campbell,Central,Technology,658.71
Chad Henson,East,Furniture,7449.26
Chad Henson,East,Office Supplies,181.58
Chad Henson,East,Technology,475.39
Charlene Day,East,Furniture,595.99
Charlene Grant,West,Furniture,1026.24
Charlene Grant,West,Office Supplies,432.48
Charlene Grant,West,Technology,206.82
Charlene Jiang,East,Office Supplies,89.88
Charlene Reynolds,South,Furniture,123.58
Charlene Reynolds,South,Office Supplies,35.3
Charlene Reynolds,South,Technology,210.5
Charlene Zhou,East,Office Supplies,611.04
Charles Cline,West,Office Supplies,1648.82
Charles Cline,West,Technology,397.98
Charles Parsons,East,Furniture,316.61
Charles Ward,West,Furniture,36.56
Charles Ward,West,Office Supplies,983.69
Charles Ward,West,Technology,3652.1
Charlie Blalock,East,Furniture,3383.43
Charlie Blalock,East,Office Supplies,130.47
Charlie Blalock,East,Technology,1444.4
Charlie H Jennings,Central,Office Supplies,75.98
Charlie H Jennings,Central,Technology,37.47
Charlie Moore,Central,Furniture,84.68
Charlie Moore,Central,Office Supplies,196.15
Charlie Moore,Central,Technology,702.68
Charlie Morton,East,Office Supplies,42.17
Charlotte L Doyle,South,Furniture,1557.66
Charlotte L Doyle,South,Office Supplies,77.42
Charlotte L Doyle,South,Technology,742.71
Charlotte Patterson,Central,Office Supplies,489.57
Charlotte Patterson,Central,Technology,335.34
Charlotte Stanton,Central,Furniture,2292.34
Charlotte Stanton,Central,Office Supplies,260.65
Charlotte Stanton,Central,Technology,1004.33
Cheryl Burnette,East,Technology,142.42
Cheryl Curtis,West,Office Supplies,45
Cheryl Curtis,West,Technology,2084.07
Cheryl Guthrie,West,Office Supplies,126.66
Cheryl Guthrie,West,Technology,568.25
Cheryl Lester Coley,East,Office Supplies,56.82
Chris Bernstein,East,Technology,1259.4
Chris F Brandt,East,Furniture,81.12
Chris F Brandt,East,Office Supplies,30.45
Chris F Brandt,East,Technology,841
Chris Ford,East,Office Supplies,57.34
Chris Ford,East,Technology,962.5
Chris High,Central,Furniture,165.03
Chris High,Central,Office Supplies,35.19
Chris Justice,East,Technology,638.44
Chris Pritchard,West,Furniture,442.67
Chris Pritchard,West,Office Supplies,60.62
Chris Pritchard,West,Technology,1753.52
Chris Rowland,West,Furniture,386.21
Chris Rowland,West,Technology,1963.31
Chris Williams,Central,Office Supplies,50.13
Chris Williams,Central,Technology,274.69
Christian Albright,South,Furniture,80.23
Christian Albright,South,Office Supplies,229.36
Christian Albright,South,Technology,917.66
Christian Branch,Central,Furniture,945.28
Christian Branch,Central,Office Supplies,230.46
Christian Lucas,East,Furniture,185.35
Christian Lucas,East,Office Supplies,3218.14
Christian Tilley,East,Furniture,305.86
Christian Tilley,East,Technology,524.86
Christina Hanna,West,Furniture,28.66
Christina Hanna,West,Office Supplies,225.78
Christina Matthews,East,Office Supplies,3.42
Christina McNeill,East,Technology,116.54
Christina Thompson,South,Furniture,1502.79
Christina Thompson,South,Office Supplies,819.03
Christina Zhu,West,Furniture,94.12
Christina Zhu,West,Office Supplies,44.07
Christine Carver,South,Office Supplies,10.94
Christine Gardner,West,Furniture,787.91
Christine Gardner,West,Office Supplies,1056.81
Christine Gardner,West,Technology,1779.95
Christine Wilkerson,South,Furniture,446.22
Christine Wilkerson,South,Office Supplies,176.26
Christine Wilkerson,South,Technology,1527.36
Christopher Berman,East,Technology,129.86
Christopher Bryant,West,Furniture,3931.95
Christopher Bryant,West,Office Supplies,7329.73
Christopher Bryant,West,Technology,1480.29
Christopher Carlton,East,Office Supplies,173.18
Christopher Chambers,West,Furniture,80.58
Christopher Chambers,West,Office Supplies,104.82
Christopher Chambers,West,Technology,54.05
Christopher High,East,Furniture,324.66
Christopher High,East,Office Supplies,4636.22
Christopher High,East,Technology,1337.78
Christopher Horner,Central,Furniture,1573.25
Christopher Horner,Central,Office Supplies,206.1
Christopher Meadows,East,Office Supplies,12080.16
Christopher Meadows,East,Technology,3229.24
Christopher Norton Patterson,South,Office Supplies,608.3
Christopher Norton Patterson,South,Technology,586.55
Christy Dunn,East,Furniture,480.86
Christy Watkins,Central,Furniture,32.63
Christy Watkins,Central,Office Supplies,347.43
Christy Watkins,Central,Technology,1855.99
Cindy Ennis,Central,Furniture,1355.97
Cindy Ennis,Central,Office Supplies,136.46
Cindy Ennis,Central,Technology,677.09
Cindy Harvey,West,Office Supplies,5159.72
Cindy Harvey,West,Technology,996.45
Cindy Hinton,Central,Furniture,294.92
Cindy Hinton,Central,Technology,1910.69
Cindy McLeod,Central,Furniture,2575.93
Cindy McLeod,Central,Office Supplies,401.63
Claire Barton,Central,Office Supplies,386.12
Claire Quinn,East,Technology,1491.45
Claire Warren,East,Office Supplies,17.62
Clara Bullock,Central,Furniture,2426.03
Clara Bullock,Central,Office Supplies,233.46
Clara Bullock,Central,Technology,1416.94
Clara Hauser,East,Office Supplies,8127.56
Clara Hauser,East,Technology,24720.97
Clara Kaplan,East,Furniture,1470.82
Clara Kaplan,East,Office Supplies,67.41
Clara Kaplan,East,Technology,867.18
Clarence Crowder,West,Furniture,3538.77
Clarence Crowder,West,Office Supplies,56.71
Clarence Crowder,West,Technology,2969.58
Clarence Davis,East,Office Supplies,33.55
Claude Dixon,East,Office Supplies,1771.4
Claude Meyer,West,Office Supplies,147.15
Claude Meyer,West,Technology,1945.97
Claude Silver,East,Technology,157.72
Claudia Bean,Central,Office Supplies,14.68
Claudia Boyle,East,Technology,1838.64
Claudia Snyder,West,Office Supplies,62.67
Claudia Snyder,West,Technology,272.95
Claudia Upchurch,East,Office Supplies,9.96
Claudia Wall,East,Furniture,388.04
Claudia Webb,South,Office Supplies,370
Claudia Webb,South,Technology,1067.12
Claudia White,South,Furniture,514.29
Claudia White,South,Office Supplies,82.98
Claudia White,South,Technology,116.32
Clifford Dale,East,Office Supplies,32.25
Clifford Moran,East,Office Supplies,35.9
Clifford Morrow,East,Office Supplies,83.3
Clifford Webb,East,Office Supplies,535.08
Clyde Burnett,West,Furniture,2395.79
Clyde Burnett,West,Technology,1292.46
Clyde Fuller,South,Office Supplies,760.71
Clyde Norman,South,Office Supplies,656.7
Clyde S Randall,East,Technology,871.17
Colleen Andrews,South,Furniture,450.49
Colleen Andrews,South,Office Supplies,52.73
Colleen Andrews,South,Technology,1214.63
Colleen Fletcher,Central,Furniture,1156.09
Colleen Fletcher,Central,Office Supplies,370.55
Colleen Fletcher,Central,Technology,1504.11
Colleen Marsh,South,Furniture,2117.31
Colleen Wilcox,Central,Furniture,289.36
Colleen Wilcox,Central,Office Supplies,127.42
Colleen Wilcox,Central,Technology,2223.95
Connie Bunn,Central,Furniture,1120.94
Connie Bunn,Central,Office Supplies,878.66
Connie Bunn,Central,Technology,463.91
Connie W Sutton,Central,Office Supplies,347.65
Connie W Sutton,Central,Technology,1797.31
Constance Britt,Central,Furniture,591.79
Constance Britt,Central,Office Supplies,14.44
Constance Britt,Central,Technology,113.11
Constance Flowers,West,Furniture,13048.89
Constance Flowers,West,Office Supplies,4579.5
Constance Flowers,West,Technology,14983.92
Constance Ivey,South,Furniture,377.85
Constance Ivey,South,Office Supplies,20.7
Constance Ivey,South,Technology,1002.31
Constance Richmond,East,Furniture,281.98
Constance Robertson,South,Office Supplies,1052.78
Constance Vogel,East,Furniture,828.12
Courtney Boyd,South,Office Supplies,144.17
Courtney Boyd,South,Technology,151.32
Courtney Nelson,East,Furniture,226.53
Courtney Nelson,East,Office Supplies,2624.9
Courtney Nelson,East,Technology,104.69
Courtney Weber,South,Furniture,439.45
Courtney Weber,South,Office Supplies,848.57
Craig Bennett,East,Office Supplies,73.04
Craig Bryan,Central,Furniture,6357.11
Craig Crabtree,Central,Furniture,1769.17
Craig Liu,West,Furniture,3050.4
Craig Liu,West,Office Supplies,2082.3
Craig Liu,West,Technology,4292.58
Craig S Fletcher,East,Technology,46.85
Craig Wong,South,Furniture,2492.78
Craig Wong,South,Technology,117.83
Crystal Crabtree,South,Office Supplies,219.64
Crystal Floyd,Central,Furniture,910.19
Crystal Floyd,Central,Office Supplies,111.97
Crystal Floyd,Central,Technology,1198.89
Curtis C Andrews,Central,Furniture,2965.09
Curtis O'Connell,West,Furniture,3833.85
Cynthia Gross,West,Furniture,485.08
Cynthia Gross,West,Office Supplies,46.22
Cynthia Khan,West,Office Supplies,1091.85
Cynthia Khan,West,Technology,4528.99
Dale Carroll,East,Furniture,1470.94
Dale Gillespie,West,Office Supplies,373.98
Dale Hahn,West,Office Supplies,138
Dale Hahn,West,Technology,769.09
Dale Yu,South,Furniture,225.76
Dale Yu,South,Technology,1592.97
Dan Barton,East,Furniture,108.81
Dan Carver,East,Furniture,2324.48
Dan Crawford,East,Office Supplies,112.47
Dan George,Central,Furniture,1989.54
Dan George,Central,Office Supplies,137
Dan George,Central,Technology,756.99
Dan Hoover,South,Furniture,724.33
Dan Hoover,South,Office Supplies,85.12
Dan Lamm,South,Furniture,1431.86
Dan Lamm,South,Office Supplies,252.67
Dan Lamm,South,Technology,511.74
Dan McBride,East,Technology,2822.61
Dan McGee,South,Furniture,315.86
Dan McGee,South,Office Supplies,1147.96
Dan Roach,East,Office Supplies,82.01
Dana Blackburn,West,Furniture,1993.17
Dana Boyle,East,Furniture,570.85
Dana Boyle,East,Office Supplies,79.29
Dana Boyle,East,Technology,2405.15
Dana Burgess,Central,Furniture,267.2
Dana Burgess,Central,Office Supplies,86.79
Dana Desai,Central,Furniture,321.37
Dana Desai,Central,Office Supplies,79.37
Dana Desai,Central,Technology,1250.47
Dana Heller,West,Office Supplies,2170.05
Dana Heller,West,Technology,727.04
Dana Jain,South,Furniture,1473.08
Dana Jain,South,Office Supplies,1328.31
Dana Jain,South,Technology,636.63
Dana Rankin,West,Furniture,3537.25
Dana Rankin,West,Office Supplies,2555.92
Dana Rankin,West,Technology,3714.26
Dana Sharpe,East,Furniture,42823.27
Dana Sharpe,East,Office Supplies,5958.47
Dana Sharpe,East,Technology,8239.64
Dana Teague,East,Furniture,33500.29
Dana Teague,East,Office Supplies,24942.44
Dana Teague,East,Technology,2856.25
Dana Waller,West,Furniture,4935.22
Dana Waller,West,Office Supplies,243.05
Dana Waller,West,Technology,1905.67
Daniel Christian,South,Furniture,333.3
Daniel Christian,South,Office Supplies,2828.91
Daniel Christian,South,Technology,204.71
Daniel Huff,Central,Office Supplies,4963.92
Daniel Jones,East,Office Supplies,244.12
Daniel Jones,East,Technology,3382.75
Daniel Phelps,East,Office Supplies,407.28
Daniel Richmond,East,Furniture,541.33
Daniel Richmond,East,Office Supplies,76.19
Daniel Richmond,East,Technology,2214.43
Daniel S Glover,West,Office Supplies,12163.61
Daniel Sigmon,South,Office Supplies,141.25
Daniel Webb Stephens,Central,Furniture,6637.78
Danielle Baird,South,Furniture,1316.95
Danielle Baird,South,Office Supplies,523.53
Danielle Baird,South,Technology,2227.4
Danielle Daniel,East,Office Supplies,4469.74
Danielle Daniel,East,Technology,2336.6
Danielle Gray,East,Office Supplies,89.04
Danielle Gray,East,Technology,205.98
Danielle Kramer,Central,Office Supplies,500.92
Danielle Kramer,Central,Technology,520.74
Danielle Myers,South,Furniture,451.83
Danielle Myers,South,Office Supplies,20.24
Danielle P Rao,Central,Office Supplies,481.19
Danielle Schneider,Central,Furniture,2208.6
Danielle Schneider,Central,Office Supplies,277.45
Danielle Watts,Central,Furniture,2815.56
Danielle Watts,Central,Office Supplies,613.16
Danielle Williamson,East,Office Supplies,15.48
Danny Cain,Central,Office Supplies,305.47
Danny Cain,Central,Technology,6641.65
Danny Dalton,Central,Furniture,974.42
Danny Francis Bell,Central,Furniture,9581.72
Danny Francis Bell,Central,Office Supplies,300.1
Danny Francis Bell,Central,Technology,2189.2
Danny Hong,West,Office Supplies,140.3
Danny Hong,West,Technology,224.12
Danny Richmond,South,Office Supplies,883.77
Danny Richmond,South,Technology,815.82
Danny Schaefer,East,Office Supplies,554.82
Danny Schaefer,East,Technology,357.27
Danny Vaughn,East,Office Supplies,612.25
David Gallagher,East,Office Supplies,814.88
David Hoyle,Central,Furniture,27.96
David Powell,East,Furniture,7974.21
David Weaver,West,Furniture,2748.21
David Weaver,West,Office Supplies,894.08
David Weaver,West,Technology,363.37
David Wrenn,South,Furniture,411.64
David Wrenn,South,Office Supplies,19.79
Dawn Bailey,Central,Furniture,2297.23
Dawn Langley Conrad,South,Office Supplies,1521.39
Dawn Langley Conrad,South,Technology,160.21
Dawn Larson,Central,Furniture,111.63
Dawn Larson,Central,Office Supplies,201.9
Dawn Larson,Central,Technology,1921.75
Dean Rosenberg,West,Furniture,6497.47
Dean Rosenberg,West,Office Supplies,5.57
Dean Solomon,South,Office Supplies,528.54
Dean Solomon,South,Technology,1528.22
Debbie Dillon,South,Furniture,1202.66
Debbie Dillon,South,Office Supplies,16.5
Debbie Hsu,West,Office Supplies,230.52
Debbie Hsu,West,Technology,1107.27
Debbie Stevenson,West,Furniture,4776.61
Debbie Stevenson,West,Office Supplies,2196.12
Debbie Stevenson,West,Technology,743.16
Debbie Tanner,Central,Office Supplies,143.42
Deborah Bradshaw,East,Office Supplies,7.12
Deborah Paul,West,Furniture,199.65
Deborah Paul,West,Office Supplies,44.66
Deborah Paul,West,Technology,17076.93
Debra Batchelor,West,Furniture,1564.92
Debra Batchelor,West,Office Supplies,170.44
Debra Batchelor,West,Technology,333.74
Debra Block,Central,Office Supplies,2853.28
Debra Block,Central,Technology,201.32
Debra Cochran,South,Office Supplies,141.83
Debra Cochran,South,Technology,264.3
Debra P May,Central,Furniture,257.81
Debra P May,Central,Office Supplies,55.75
Debra P May,Central,Technology,549.25
Debra Proctor,Central,Furniture,945.44
Debra Proctor,Central,Office Supplies,2763.09
Debra Proctor,Central,Technology,7361.85
Debra Simon,South,Technology,534.3
Debra Stone,East,Office Supplies,73.14
Denise Albright,West,Office Supplies,2175.12
Denise Albright,West,Technology,4699.6
Denise Arthur,East,Office Supplies,18.21
Denise Carver,East,Furniture,1216.32
Denise Carver,East,Office Supplies,17.91
Denise Carver,East,Technology,1102.45
Denise Chapman,Central,Office Supplies,33.46
Denise Chapman,Central,Technology,316.35
Denise Crabtree,East,Furniture,6689.89
Denise Crabtree,East,Office Supplies,22.2
Denise McIntosh,Central,Technology,761.16
Denise Parks,East,Furniture,1782.44
Denise Sumner,East,Office Supplies,14.17
Dennis Anthony,East,Furniture,1148.09
Dennis Barbee Reynolds,West,Technology,116.14
Dennis Block Richardson,East,Office Supplies,3315.9
Dennis Block Richardson,East,Technology,8252.94
Dennis Bowen,East,Furniture,374.29
Dennis Bowen,East,Office Supplies,3365.44
Dennis Bowen,East,Technology,175.09
Dennis Boykin Townsend,West,Furniture,195.85
Dennis Boykin Townsend,West,Office Supplies,241.92
Dennis Elmore,East,Furniture,765.89
Dennis Thornton,South,Furniture,124.5
Dennis Thornton,South,Office Supplies,395.19
Dennis Welch,Central,Furniture,6841.71
Dennis Welch,Central,Office Supplies,243.23
Dennis Welch,Central,Technology,153.18
Derek Jernigan,Central,Furniture,10540.63
Derek McCormick,East,Office Supplies,19.73
Derek Shah,East,Furniture,1896.54
Derek Shah,East,Office Supplies,140.3
Derek Sweeney,South,Office Supplies,2730.66
Derek Tuttle,South,Office Supplies,321.9
